scenario,gtap_region,resolution,disbursement,gdp_2030,gdp_2040,gdp_2050
26,Eswatini,individual,All economies,-0.007,-0.006,0.001
26,Finland,individual,All economies,-0.072,-0.109,-0.116
26,France,individual,All economies,-0.032,-0.047,-0.049
26,Gabon,individual,All economies,-0.154,-0.233,-0.256
26,Georgia,individual,All economies,-0.045,-0.074,-0.071
26,Germany,individual,All economies,-0.023,-0.031,-0.031
26,Ghana,individual,All economies,-0.045,-0.057,-0.045
26,Greece,individual,All economies,-0.077,-0.113,-0.118
26,Guatemala,individual,All economies,-0.151,-0.217,-0.214
26,Honduras,individual,All economies,-0.167,-0.240,-0.223
26,India,individual,All economies,-0.049,-0.076,-0.078
26,Indonesia,individual,All economies,-0.111,-0.167,-0.188
26,Iran (Islamic Republic of),individual,All economies,-0.030,-0.043,-0.041
26,Iraq,individual,All economies,-0.031,-0.045,-0.016
26,Ireland,individual,All economies,0.016,0.031,0.045
26,Israel,individual,All economies,-0.073,-0.106,-0.107
26,Italy,individual,All economies,-0.037,-0.055,-0.055
26,Japan,individual,All economies,-0.055,-0.078,-0.083
26,Jordan,individual,All economies,0.023,0.037,0.049
26,Kenya,individual,All economies,-0.046,-0.089,-0.080
26,Kuwait,individual,All economies,-0.022,-0.028,-0.009
26,Latvia,individual,All economies,-0.138,-0.222,-0.242
26,Lithuania,individual,All economies,-0.096,-0.148,-0.153
26,Madagascar,individual,All economies,-0.091,-0.135,-0.120
26,Malaysia,individual,All economies,-0.083,-0.096,-0.083
26,Malta,individual,All economies,-0.395,-0.645,-0.679
26,Mauritius,individual,All economies,-0.104,-0.150,-0.142
26,Mexico,individual,All economies,-0.054,-0.084,-0.092
26,Morocco,individual,All economies,-0.106,-0.161,-0.160
26,Namibia,individual,All economies,0.038,0.069,0.091
26,Netherlands (Kingdom of the),individual,All economies,-0.064,-0.095,-0.100
26,New Zealand,individual,All economies,-0.158,-0.234,-0.234
26,Nicaragua,individual,All economies,-0.081,-0.106,-0.084
26,Nigeria,individual,All economies,-0.037,-0.049,-0.041
26,Norway,individual,All economies,-0.020,-0.031,-0.032
26,Oman,individual,All economies,-0.162,-0.250,-0.262
26,Pakistan,individual,All economies,-0.022,-0.036,-0.031
26,Panama,individual,All economies,-0.160,-0.244,-0.249
26,Paraguay,individual,All economies,-0.074,-0.110,-0.109
26,Peru,individual,All economies,-0.196,-0.294,-0.316
26,Philippines,individual,All economies,-0.091,-0.118,-0.118
26,Poland,individual,All economies,-0.020,-0.029,-0.027
26,Portugal,individual,All economies,-0.075,-0.108,-0.111
26,Qatar,individual,All economies,-0.204,-0.313,-0.305
26,Republic of Korea,individual,All economies,-0.105,-0.150,-0.154
26,Rest of American SIDS,aggregate,All economies,-0.208,-0.318,-0.311
26,Rest of Asia,aggregate,All economies,-0.018,-0.021,-0.014
26,Rest of Asian SIDS and LDCs,aggregate,All economies,-0.001,0.016,0.044
26,Rest of Caribbean,aggregate,All economies,-0.092,-0.136,-0.137
26,Rest of Europe,aggregate,All economies,0.044,0.076,0.092
26,Rest of LDC in Africa,aggregate,All economies,-0.070,-0.114,-0.111
26,Rest of Middle East and North Africa,aggregate,All economies,-0.069,-0.112,-0.108
26,Rest of Oceania,aggregate,All economies,-0.101,-0.128,-0.109
26,Rest of Western Africa,aggregate,All economies,0.618,1.063,1.303
26,Rest of developing economies in Europe and Central Asia,aggregate,All economies,-0.032,-0.050,-0.049
26,Rest of landlocked economies in Africa,aggregate,All economies,0.064,0.100,0.114
26,Rest of the world,aggregate,All economies,-0.057,-0.088,-0.092
26,Romania,individual,All economies,0.019,0.036,0.045
26,Russian Federation,individual,All economies,-0.025,-0.036,-0.036
26,Saudi Arabia,individual,All economies,-0.109,-0.161,-0.153
26,Serbia,individual,All economies,0.011,0.024,0.033
26,Singapore,individual,All economies,-0.084,-0.108,-0.101
26,Slovenia,individual,All economies,-0.106,-0.164,-0.174
26,South Africa,individual,All economies,-0.090,-0.131,-0.132
26,Spain,individual,All economies,-0.051,-0.076,-0.077
26,Sri Lanka,individual,All economies,-0.070,-0.102,-0.100
26,Sweden,individual,All economies,-0.037,-0.053,-0.056
26,Syrian Arab Republic,individual,All economies,-0.549,-0.843,-0.849
26,Thailand,individual,All economies,-0.068,-0.085,-0.079
26,Trinidad and Tobago,individual,All economies,-0.236,-0.343,-0.338
26,Tunisia,individual,All economies,-0.092,-0.139,-0.132
26,Türkiye,individual,All economies,-0.091,-0.136,-0.141
26,Ukraine,individual,All economies,-0.052,-0.077,-0.076
26,United Arab Emirates,individual,All economies,-0.061,-0.077,-0.057
26,United Kingdom of Great Britain and Northern Ireland,individual,All economies,-0.042,-0.061,-0.062
26,United Republic of Tanzania,individual,All economies,-0.002,0.006,0.018
26,United States of America,individual,All economies,-0.022,-0.031,-0.031
26,Uruguay,individual,All economies,-0.133,-0.194,-0.207
26,Uzbekistan,individual,All economies,-0.027,-0.041,-0.040
26,Venezuela (Bolivarian Republic of),individual,All economies,-0.036,-0.051,-0.051
26,Viet Nam,individual,All economies,-0.054,0.009,0.095
26,Zimbabwe,individual,All economies,-0.023,-0.029,-0.024
26,Albania,individual,"Developing economies, LDCs and SIDS",-0.046,-0.088,-0.091
26,Algeria,individual,"Developing economies, LDCs and SIDS",-0.139,-0.217,-0.231
26,Argentina,individual,"Developing economies, LDCs and SIDS",-0.042,-0.062,-0.065
26,Armenia,individual,"Developing economies, LDCs and SIDS",-0.023,-0.032,-0.036
26,Australia,individual,"Developing economies, LDCs and SIDS",-0.124,-0.193,-0.210
26,Bahrain,individual,"Developing economies, LDCs and SIDS",-0.134,-0.193,-0.192
26,Bangladesh,individual,"Developing economies, LDCs and SIDS",-0.121,-0.185,-0.184
26,Belgium,individual,"Developing economies, LDCs and SIDS",-0.146,-0.218,-0.235
26,Bolivia (Plurinational State of),individual,"Developing economies, LDCs and SIDS",-0.005,-0.006,-0.004
26,Botswana,individual,"Developing economies, LDCs and SIDS",-0.001,0.002,0.014
26,Brazil,individual,"Developing economies, LDCs and SIDS",-0.055,-0.076,-0.079
26,Brunei Darussalam,individual,"Developing economies, LDCs and SIDS",-0.103,-0.132,-0.122
26,Bulgaria,individual,"Developing economies, LDCs and SIDS",-0.090,-0.134,-0.138
26,Cameroon,individual,"Developing economies, LDCs and SIDS",-0.059,-0.092,-0.087
26,Canada,individual,"Developing economies, LDCs and SIDS",-0.076,-0.115,-0.127
26,Chile,individual,"Developing economies, LDCs and SIDS",-0.234,-0.351,-0.373
26,China,individual,"Developing economies, LDCs and SIDS",-0.072,-0.101,-0.106
26,Colombia,individual,"Developing economies, LDCs and SIDS",-0.102,-0.153,-0.153
26,Costa Rica,individual,"Developing economies, LDCs and SIDS",-0.203,-0.301,-0.296
26,Croatia,individual,"Developing economies, LDCs and SIDS",-0.070,-0.109,-0.116
26,Cyprus,individual,"Developing economies, LDCs and SIDS",-0.102,-0.166,-0.171
26,Côte d'Ivoire,individual,"Developing economies, LDCs and SIDS",-0.089,-0.126,-0.117
26,Denmark,individual,"Developing economies, LDCs and SIDS",-0.083,-0.127,-0.138
26,Dominican Republic,individual,"Developing economies, LDCs and SIDS",-0.116,-0.177,-0.171
26,Ecuador,individual,"Developing economies, LDCs and SIDS",-0.147,-0.214,-0.210
26,Egypt,individual,"Developing economies, LDCs and SIDS",-0.121,-0.205,-0.218
26,El Salvador,individual,"Developing economies, LDCs and SIDS",-0.118,-0.171,-0.167
26,Equatorial Guinea,individual,"Developing economies, LDCs and SIDS",-0.014,-0.004,0.011
26,Estonia,individual,"Developing economies, LDCs and SIDS",-0.124,-0.200,-0.217
26,Eswatini,individual,"Developing economies, LDCs and SIDS",-0.006,-0.005,0.002
26,Finland,individual,"Developing economies, LDCs and SIDS",-0.075,-0.114,-0.123
26,France,individual,"Developing economies, LDCs and SIDS",-0.034,-0.049,-0.052
26,Gabon,individual,"Developing economies, LDCs and SIDS",-0.153,-0.231,-0.254
26,Georgia,individual,"Developing economies, LDCs and SIDS",-0.045,-0.073,-0.070
26,Germany,individual,"Developing economies, LDCs and SIDS",-0.025,-0.033,-0.034
26,Ghana,individual,"Developing economies, LDCs and SIDS",-0.036,-0.043,-0.030
26,Greece,individual,"Developing economies, LDCs and SIDS",-0.085,-0.124,-0.131
26,Guatemala,individual,"Developing economies, LDCs and SIDS",-0.147,-0.212,-0.209
26,Honduras,individual,"Developing economies, LDCs and SIDS",-0.160,-0.230,-0.213
26,India,individual,"Developing economies, LDCs and SIDS",-0.051,-0.078,-0.081
26,Indonesia,individual,"Developing economies, LDCs and SIDS",-0.112,-0.168,-0.189
26,Iran (Islamic Republic of),individual,"Developing economies, LDCs and SIDS",-0.029,-0.042,-0.040
26,Iraq,individual,"Developing economies, LDCs and SIDS",-0.030,-0.044,-0.015
26,Ireland,individual,"Developing economies, LDCs and SIDS",0.016,0.031,0.045
26,Israel,individual,"Developing economies, LDCs and SIDS",-0.077,-0.113,-0.115
26,Italy,individual,"Developing economies, LDCs and SIDS",-0.039,-0.059,-0.059
26,Japan,individual,"Developing economies, LDCs and SIDS",-0.055,-0.079,-0.085
26,Jordan,individual,"Developing economies, LDCs and SIDS",0.021,0.034,0.046
26,Kenya,individual,"Developing economies, LDCs and SIDS",-0.023,-0.058,-0.048
26,Kuwait,individual,"Developing economies, LDCs and SIDS",-0.021,-0.027,-0.008
26,Latvia,individual,"Developing economies, LDCs and SIDS",-0.155,-0.249,-0.272
26,Lithuania,individual,"Developing economies, LDCs and SIDS",-0.104,-0.161,-0.167
26,Madagascar,individual,"Developing economies, LDCs and SIDS",-0.084,-0.123,-0.108
26,Malaysia,individual,"Developing economies, LDCs and SIDS",-0.082,-0.094,-0.082
26,Malta,individual,"Developing economies, LDCs and SIDS",-0.435,-0.715,-0.753
26,Mauritius,individual,"Developing economies, LDCs and SIDS",-0.103,-0.150,-0.141
26,Mexico,individual,"Developing economies, LDCs and SIDS",-0.054,-0.084,-0.092
26,Morocco,individual,"Developing economies, LDCs and SIDS",-0.105,-0.160,-0.159
26,Namibia,individual,"Developing economies, LDCs and SIDS",0.039,0.071,0.092
26,Netherlands (Kingdom of the),individual,"Developing economies, LDCs and SIDS",-0.067,-0.099,-0.105
26,New Zealand,individual,"Developing economies, LDCs and SIDS",-0.163,-0.241,-0.241
26,Nicaragua,individual,"Developing economies, LDCs and SIDS",-0.070,-0.091,-0.068
26,Nigeria,individual,"Developing economies, LDCs and SIDS",-0.033,-0.042,-0.034
26,Norway,individual,"Developing economies, LDCs and SIDS",-0.020,-0.031,-0.032
26,Oman,individual,"Developing economies, LDCs and SIDS",-0.164,-0.254,-0.266
26,Pakistan,individual,"Developing economies, LDCs and SIDS",-0.016,-0.028,-0.022
26,Panama,individual,"Developing economies, LDCs and SIDS",-0.173,-0.264,-0.269
26,Paraguay,individual,"Developing economies, LDCs and SIDS",-0.071,-0.106,-0.105
26,Peru,individual,"Developing economies, LDCs and SIDS",-0.195,-0.293,-0.315
26,Philippines,individual,"Developing economies, LDCs and SIDS",-0.091,-0.118,-0.117
26,Poland,individual,"Developing economies, LDCs and SIDS",-0.025,-0.037,-0.036
26,Portugal,individual,"Developing economies, LDCs and SIDS",-0.083,-0.121,-0.125
26,Qatar,individual,"Developing economies, LDCs and SIDS",-0.204,-0.313,-0.305
26,Republic of Korea,individual,"Developing economies, LDCs and SIDS",-0.109,-0.155,-0.160
26,Rest of American SIDS,aggregate,"Developing economies, LDCs and SIDS",-0.205,-0.314,-0.307
26,Rest of Asia,aggregate,"Developing economies, LDCs and SIDS",-0.017,-0.020,-0.014
26,Rest of Asian SIDS and LDCs,aggregate,"Developing economies, LDCs and SIDS",0.017,0.042,0.073
26,Rest of Caribbean,aggregate,"Developing economies, LDCs and SIDS",-0.088,-0.129,-0.130
26,Rest of Europe,aggregate,"Developing economies, LDCs and SIDS",0.042,0.074,0.090
26,Rest of LDC in Africa,aggregate,"Developing economies, LDCs and SIDS",-0.062,-0.103,-0.099
26,Rest of Middle East and North Africa,aggregate,"Developing economies, LDCs and SIDS",-0.066,-0.107,-0.103
26,Rest of Oceania,aggregate,"Developing economies, LDCs and SIDS",-0.084,-0.101,-0.081
26,Rest of Western Africa,aggregate,"Developing economies, LDCs and SIDS",0.721,1.226,1.491
26,Rest of developing economies in Europe and Central Asia,aggregate,"Developing economies, LDCs and SIDS",-0.031,-0.049,-0.048
26,Rest of landlocked economies in Africa,aggregate,"Developing economies, LDCs and SIDS",0.075,0.116,0.131
26,Rest of the world,aggregate,"Developing economies, LDCs and SIDS",-0.057,-0.088,-0.092
26,Romania,individual,"Developing economies, LDCs and SIDS",0.017,0.032,0.040
26,Russian Federation,individual,"Developing economies, LDCs and SIDS",-0.025,-0.035,-0.035
26,Saudi Arabia,individual,"Developing economies, LDCs and SIDS",-0.108,-0.159,-0.151
26,Serbia,individual,"Developing economies, LDCs and SIDS",0.011,0.024,0.033
26,Singapore,individual,"Developing economies, LDCs and SIDS",-0.084,-0.107,-0.101
26,Slovenia,individual,"Developing economies, LDCs and SIDS",-0.114,-0.177,-0.189
26,South Africa,individual,"Developing economies, LDCs and SIDS",-0.087,-0.127,-0.128
26,Spain,individual,"Developing economies, LDCs and SIDS",-0.056,-0.083,-0.085
26,Sri Lanka,individual,"Developing economies, LDCs and SIDS",-0.068,-0.099,-0.097
26,Sweden,individual,"Developing economies, LDCs and SIDS",-0.039,-0.056,-0.060
26,Syrian Arab Republic,individual,"Developing economies, LDCs and SIDS",-0.608,-0.927,-0.935
26,Thailand,individual,"Developing economies, LDCs and SIDS",-0.068,-0.085,-0.080
26,Trinidad and Tobago,individual,"Developing economies, LDCs and SIDS",-0.235,-0.342,-0.338
26,Tunisia,individual,"Developing economies, LDCs and SIDS",-0.092,-0.139,-0.132
26,Türkiye,individual,"Developing economies, LDCs and SIDS",-0.090,-0.134,-0.140
26,Ukraine,individual,"Developing economies, LDCs and SIDS",-0.041,-0.061,-0.058
26,United Arab Emirates,individual,"Developing economies, LDCs and SIDS",-0.061,-0.077,-0.057
26,United Kingdom of Great Britain and Northern Ireland,individual,"Developing economies, LDCs and SIDS",-0.045,-0.065,-0.067
26,United Republic of Tanzania,individual,"Developing economies, LDCs and SIDS",0.016,0.033,0.046
26,United States of America,individual,"Developing economies, LDCs and SIDS",-0.022,-0.031,-0.032
26,Uruguay,individual,"Developing economies, LDCs and SIDS",-0.143,-0.210,-0.225
26,Uzbekistan,individual,"Developing economies, LDCs and SIDS",-0.026,-0.040,-0.038
26,Venezuela (Bolivarian Republic of),individual,"Developing economies, LDCs and SIDS",-0.035,-0.050,-0.050
26,Viet Nam,individual,"Developing economies, LDCs and SIDS",-0.035,0.040,0.131
26,Zimbabwe,individual,"Developing economies, LDCs and SIDS",-0.016,-0.018,-0.012
26,Albania,individual,SIDS and LDCs,-0.068,-0.141,-0.139
26,Algeria,individual,SIDS and LDCs,-0.146,-0.228,-0.243
26,Argentina,individual,SIDS and LDCs,-0.049,-0.072,-0.077
26,Armenia,individual,SIDS and LDCs,-0.024,-0.033,-0.038
26,Australia,individual,SIDS and LDCs,-0.121,-0.187,-0.203
26,Bahrain,individual,SIDS and LDCs,-0.131,-0.189,-0.188
26,Bangladesh,individual,SIDS and LDCs,-0.115,-0.182,-0.182
26,Belgium,individual,SIDS and LDCs,-0.146,-0.219,-0.236
26,Bolivia (Plurinational State of),individual,SIDS and LDCs,-0.010,-0.015,-0.013
26,Botswana,individual,SIDS and LDCs,0.000,0.003,0.016
26,Brazil,individual,SIDS and LDCs,-0.076,-0.107,-0.114
26,Brunei Darussalam,individual,SIDS and LDCs,-0.101,-0.130,-0.118
26,Bulgaria,individual,SIDS and LDCs,-0.117,-0.175,-0.185
26,Cameroon,individual,SIDS and LDCs,-0.102,-0.148,-0.141
26,Canada,individual,SIDS and LDCs,-0.075,-0.113,-0.125
26,Chile,individual,SIDS and LDCs,-0.231,-0.347,-0.368
26,China,individual,SIDS and LDCs,-0.080,-0.112,-0.120
26,Colombia,individual,SIDS and LDCs,-0.122,-0.184,-0.186
26,Costa Rica,individual,SIDS and LDCs,-0.227,-0.338,-0.335
26,Croatia,individual,SIDS and LDCs,-0.074,-0.114,-0.122
26,Cyprus,individual,SIDS and LDCs,-0.100,-0.162,-0.165
26,Côte d'Ivoire,individual,SIDS and LDCs,-0.121,-0.173,-0.159
26,Denmark,individual,SIDS and LDCs,-0.088,-0.135,-0.147
26,Dominican Republic,individual,SIDS and LDCs,-0.087,-0.132,-0.123
26,Ecuador,individual,SIDS and LDCs,-0.169,-0.246,-0.243
26,Egypt,individual,SIDS and LDCs,-0.137,-0.214,-0.215
26,El Salvador,individual,SIDS and LDCs,-0.159,-0.235,-0.233
26,Equatorial Guinea,individual,SIDS and LDCs,0.022,0.052,0.076
26,Estonia,individual,SIDS and LDCs,-0.120,-0.193,-0.210
26,Eswatini,individual,SIDS and LDCs,-0.003,0.000,0.008
26,Finland,individual,SIDS and LDCs,-0.082,-0.123,-0.133
26,France,individual,SIDS and LDCs,-0.038,-0.055,-0.059
26,Gabon,individual,SIDS and LDCs,-0.136,-0.201,-0.218
26,Georgia,individual,SIDS and LDCs,-0.052,-0.084,-0.082
26,Germany,individual,SIDS and LDCs,-0.029,-0.040,-0.043
26,Ghana,individual,SIDS and LDCs,-0.097,-0.141,-0.133
26,Greece,individual,SIDS and LDCs,-0.092,-0.134,-0.142
26,Guatemala,individual,SIDS and LDCs,-0.180,-0.261,-0.259
26,Honduras,individual,SIDS and LDCs,-0.233,-0.339,-0.324
26,India,individual,SIDS and LDCs,-0.039,-0.057,-0.057
26,Indonesia,individual,SIDS and LDCs,-0.112,-0.167,-0.188
26,Iran (Islamic Republic of),individual,SIDS and LDCs,-0.023,-0.032,-0.028
26,Iraq,individual,SIDS and LDCs,-0.034,-0.049,-0.018
26,Ireland,individual,SIDS and LDCs,0.015,0.029,0.044
26,Israel,individual,SIDS and LDCs,-0.079,-0.115,-0.118
26,Italy,individual,SIDS and LDCs,-0.042,-0.063,-0.064
26,Japan,individual,SIDS and LDCs,-0.056,-0.080,-0.085
26,Jordan,individual,SIDS and LDCs,0.025,0.043,0.055
26,Kenya,individual,SIDS and LDCs,-0.166,-0.244,-0.228
26,Kuwait,individual,SIDS and LDCs,-0.019,-0.023,-0.004
26,Latvia,individual,SIDS and LDCs,-0.155,-0.248,-0.272
26,Lithuania,individual,SIDS and LDCs,-0.110,-0.169,-0.177
26,Madagascar,individual,SIDS and LDCs,0.155,0.240,0.273
26,Malaysia,individual,SIDS and LDCs,-0.087,-0.101,-0.089
26,Malta,individual,SIDS and LDCs,-0.398,-0.659,-0.690
26,Mauritius,individual,SIDS and LDCs,-0.067,-0.095,-0.085
26,Mexico,individual,SIDS and LDCs,-0.061,-0.096,-0.107
26,Morocco,individual,SIDS and LDCs,-0.113,-0.175,-0.175
26,Namibia,individual,SIDS and LDCs,0.055,0.096,0.122
26,Netherlands (Kingdom of the),individual,SIDS and LDCs,-0.069,-0.103,-0.110
26,New Zealand,individual,SIDS and LDCs,-0.163,-0.241,-0.242
26,Nicaragua,individual,SIDS and LDCs,-0.184,-0.264,-0.246
26,Nigeria,individual,SIDS and LDCs,-0.074,-0.113,-0.107
26,Norway,individual,SIDS and LDCs,-0.020,-0.031,-0.033
26,Oman,individual,SIDS and LDCs,-0.153,-0.235,-0.244
26,Pakistan,individual,SIDS and LDCs,-0.065,-0.099,-0.097
26,Panama,individual,SIDS and LDCs,-0.161,-0.246,-0.248
26,Paraguay,individual,SIDS and LDCs,-0.093,-0.142,-0.145
26,Peru,individual,SIDS and LDCs,-0.200,-0.300,-0.323
26,Philippines,individual,SIDS and LDCs,-0.094,-0.123,-0.123
26,Poland,individual,SIDS and LDCs,-0.027,-0.039,-0.039
26,Portugal,individual,SIDS and LDCs,-0.075,-0.108,-0.111
26,Qatar,individual,SIDS and LDCs,-0.202,-0.310,-0.301
26,Republic of Korea,individual,SIDS and LDCs,-0.111,-0.159,-0.164
26,Rest of American SIDS,aggregate,SIDS and LDCs,-0.110,-0.162,-0.142
26,Rest of Asia,aggregate,SIDS and LDCs,-0.016,-0.019,-0.012
26,Rest of Asian SIDS and LDCs,aggregate,SIDS and LDCs,0.552,0.854,1.012
26,Rest of Caribbean,aggregate,SIDS and LDCs,0.042,0.062,0.077
26,Rest of Europe,aggregate,SIDS and LDCs,0.040,0.070,0.084
26,Rest of LDC in Africa,aggregate,SIDS and LDCs,0.180,0.246,0.283
26,Rest of Middle East and North Africa,aggregate,SIDS and LDCs,-0.082,-0.138,-0.133
26,Rest of Oceania,aggregate,SIDS and LDCs,0.393,0.643,0.761
26,Rest of Western Africa,aggregate,SIDS and LDCs,3.555,5.770,7.096
26,Rest of developing economies in Europe and Central Asia,aggregate,SIDS and LDCs,-0.040,-0.063,-0.064
26,Rest of landlocked economies in Africa,aggregate,SIDS and LDCs,0.407,0.591,0.629
26,Rest of the world,aggregate,SIDS and LDCs,-0.056,-0.087,-0.091
26,Romania,individual,SIDS and LDCs,0.012,0.025,0.033
26,Russian Federation,individual,SIDS and LDCs,-0.025,-0.036,-0.036
26,Saudi Arabia,individual,SIDS and LDCs,-0.103,-0.152,-0.143
26,Serbia,individual,SIDS and LDCs,-0.002,0.005,0.011
26,Singapore,individual,SIDS and LDCs,-0.075,-0.094,-0.086
26,Slovenia,individual,SIDS and LDCs,-0.111,-0.172,-0.184
26,South Africa,individual,SIDS and LDCs,-0.101,-0.148,-0.151
26,Spain,individual,SIDS and LDCs,-0.059,-0.088,-0.091
26,Sri Lanka,individual,SIDS and LDCs,-0.096,-0.141,-0.141
26,Sweden,individual,SIDS and LDCs,-0.042,-0.061,-0.066
26,Syrian Arab Republic,individual,SIDS and LDCs,-0.054,-0.097,-0.088
26,Thailand,individual,SIDS and LDCs,-0.079,-0.103,-0.101
26,Trinidad and Tobago,individual,SIDS and LDCs,-0.209,-0.305,-0.299
26,Tunisia,individual,SIDS and LDCs,-0.106,-0.161,-0.156
26,Türkiye,individual,SIDS and LDCs,-0.090,-0.134,-0.139
26,Ukraine,individual,SIDS and LDCs,-0.139,-0.205,-0.226
26,United Arab Emirates,individual,SIDS and LDCs,-0.044,-0.051,-0.027
26,United Kingdom of Great Britain and Northern Ireland,individual,SIDS and LDCs,-0.045,-0.064,-0.065
26,United Republic of Tanzania,individual,SIDS and LDCs,0.538,0.801,0.840
26,United States of America,individual,SIDS and LDCs,-0.022,-0.031,-0.031
26,Uruguay,individual,SIDS and LDCs,-0.139,-0.204,-0.219
26,Uzbekistan,individual,SIDS and LDCs,-0.010,-0.012,-0.004
26,Venezuela (Bolivarian Republic of),individual,SIDS and LDCs,-0.040,-0.057,-0.057
26,Viet Nam,individual,SIDS and LDCs,-0.255,-0.321,-0.302
26,Zimbabwe,individual,SIDS and LDCs,-0.053,-0.071,-0.061
26,Albania,individual,none,-0.047,-0.152,-0.158
26,Algeria,individual,none,-0.092,-0.280,-0.344
26,Argentina,individual,none,-0.028,-0.095,-0.114
26,Armenia,individual,none,-0.032,-0.098,-0.125
26,Australia,individual,none,-0.058,-0.235,-0.291
26,Bahrain,individual,none,-0.077,-0.306,-0.363
26,Bangladesh,individual,none,-0.069,-0.251,-0.297
26,Belgium,individual,none,-0.050,-0.162,-0.194
26,Bolivia (Plurinational State of),individual,none,-0.014,-0.045,-0.054
26,Botswana,individual,none,-0.014,-0.065,-0.059
26,Brazil,individual,none,-0.037,-0.116,-0.137
26,Brunei Darussalam,individual,none,-0.058,-0.218,-0.244
26,Bulgaria,individual,none,-0.075,-0.230,-0.280
26,Cameroon,individual,none,-0.055,-0.222,-0.239
26,Canada,individual,none,-0.029,-0.093,-0.116
26,Chile,individual,none,-0.128,-0.419,-0.498
26,China,individual,none,-0.043,-0.145,-0.177
26,Colombia,individual,none,-0.066,-0.220,-0.252
26,Costa Rica,individual,none,-0.117,-0.397,-0.432
26,Croatia,individual,none,-0.023,-0.077,-0.087
26,Cyprus,individual,none,-0.058,-0.196,-0.224
26,Côte d'Ivoire,individual,none,-0.076,-0.311,-0.334
26,Denmark,individual,none,-0.024,-0.080,-0.094
26,Dominican Republic,individual,none,-0.066,-0.249,-0.275
26,Ecuador,individual,none,-0.089,-0.296,-0.322
26,Egypt,individual,none,-0.089,-0.330,-0.406
26,El Salvador,individual,none,-0.083,-0.281,-0.310
26,Equatorial Guinea,individual,none,0.000,0.003,0.026
26,Estonia,individual,none,-0.038,-0.122,-0.148
26,Eswatini,individual,none,-0.015,-0.055,-0.057
26,Finland,individual,none,-0.036,-0.117,-0.144
26,France,individual,none,-0.013,-0.042,-0.049
26,Gabon,individual,none,-0.091,-0.337,-0.411
26,Georgia,individual,none,-0.052,-0.181,-0.215
26,Germany,individual,none,-0.020,-0.067,-0.081
26,Ghana,individual,none,-0.068,-0.281,-0.314
26,Greece,individual,none,-0.036,-0.112,-0.131
26,Guatemala,individual,none,-0.100,-0.306,-0.339
26,Honduras,individual,none,-0.139,-0.468,-0.519
26,India,individual,none,-0.031,-0.123,-0.151
26,Indonesia,individual,none,-0.064,-0.215,-0.283
26,Iran (Islamic Republic of),individual,none,-0.021,-0.079,-0.093
26,Iraq,individual,none,-0.032,-0.144,-0.179
26,Ireland,individual,none,-0.021,-0.074,-0.087
26,Israel,individual,none,-0.041,-0.143,-0.165
26,Italy,individual,none,-0.023,-0.077,-0.087
26,Japan,individual,none,-0.033,-0.108,-0.132
26,Jordan,individual,none,-0.020,-0.069,-0.082
26,Kenya,individual,none,-0.134,-0.469,-0.510
26,Kuwait,individual,none,-0.036,-0.145,-0.168
26,Latvia,individual,none,-0.044,-0.138,-0.169
26,Lithuania,individual,none,-0.043,-0.134,-0.156
26,Madagascar,individual,none,-0.096,-0.390,-0.432
26,Malaysia,individual,none,-0.083,-0.292,-0.356
26,Malta,individual,none,-0.160,-0.565,-0.621
26,Mauritius,individual,none,-0.070,-0.244,-0.263
26,Mexico,individual,none,-0.026,-0.092,-0.117
26,Morocco,individual,none,-0.081,-0.274,-0.322
26,Namibia,individual,none,-0.019,-0.076,-0.076
26,Netherlands (Kingdom of the),individual,none,-0.025,-0.082,-0.098
26,New Zealand,individual,none,-0.081,-0.286,-0.315
26,Nicaragua,individual,none,-0.120,-0.414,-0.456
26,Nigeria,individual,none,-0.041,-0.180,-0.193
26,Norway,individual,none,-0.016,-0.058,-0.075
26,Oman,individual,none,-0.100,-0.374,-0.462
26,Pakistan,individual,none,-0.043,-0.155,-0.183
26,Panama,individual,none,-0.061,-0.242,-0.279
26,Paraguay,individual,none,-0.052,-0.196,-0.225
26,Peru,individual,none,-0.107,-0.354,-0.425
26,Philippines,individual,none,-0.064,-0.228,-0.281
26,Poland,individual,none,-0.019,-0.066,-0.080
26,Portugal,individual,none,-0.042,-0.139,-0.161
26,Qatar,individual,none,-0.103,-0.393,-0.446
26,Republic of Korea,individual,none,-0.071,-0.239,-0.289
26,Rest of American SIDS,aggregate,none,-0.109,-0.443,-0.491
26,Rest of Asia,aggregate,none,-0.026,-0.095,-0.111
26,Rest of Asian SIDS and LDCs,aggregate,none,-0.101,-0.348,-0.425
26,Rest of Caribbean,aggregate,none,-0.057,-0.207,-0.235
26,Rest of Europe,aggregate,none,-0.017,-0.058,-0.066
26,Rest of LDC in Africa,aggregate,none,-0.081,-0.302,-0.348
26,Rest of Middle East and North Africa,aggregate,none,-0.063,-0.194,-0.213
26,Rest of Oceania,aggregate,none,-0.127,-0.469,-0.536
26,Rest of Western Africa,aggregate,none,-0.204,-0.793,-0.940
26,Rest of developing economies in Europe and Central Asia,aggregate,none,-0.023,-0.082,-0.096
26,Rest of landlocked economies in Africa,aggregate,none,-0.036,-0.128,-0.142
26,Rest of the world,aggregate,none,-0.021,-0.063,-0.076
26,Romania,individual,none,-0.019,-0.059,-0.071
