scenario,gtap_region,resolution,disbursement,gdp_2030,gdp_2040,gdp_2050
26,Russian Federation,individual,none,-0.026,-0.083,-0.104
26,Saudi Arabia,individual,none,-0.069,-0.239,-0.285
26,Serbia,individual,none,-0.020,-0.061,-0.071
26,Singapore,individual,none,-0.059,-0.212,-0.247
26,Slovenia,individual,none,-0.035,-0.125,-0.140
26,South Africa,individual,none,-0.070,-0.243,-0.275
26,Spain,individual,none,-0.035,-0.115,-0.136
26,Sri Lanka,individual,none,-0.048,-0.160,-0.188
26,Sweden,individual,none,-0.023,-0.076,-0.093
26,Syrian Arab Republic,individual,none,-0.061,-0.190,-0.207
26,Thailand,individual,none,-0.066,-0.229,-0.275
26,Trinidad and Tobago,individual,none,-0.107,-0.388,-0.426
26,Tunisia,individual,none,-0.084,-0.275,-0.319
26,Türkiye,individual,none,-0.063,-0.212,-0.256
26,Ukraine,individual,none,-0.070,-0.203,-0.254
26,United Arab Emirates,individual,none,-0.075,-0.280,-0.319
26,United Kingdom of Great Britain and Northern Ireland,individual,none,-0.026,-0.088,-0.104
26,United Republic of Tanzania,individual,none,-0.093,-0.348,-0.371
26,United States of America,individual,none,-0.014,-0.048,-0.057
26,Uruguay,individual,none,-0.066,-0.217,-0.251
26,Uzbekistan,individual,none,-0.014,-0.053,-0.060
26,Venezuela (Bolivarian Republic of),individual,none,-0.022,-0.073,-0.085
26,Viet Nam,individual,none,-0.202,-0.782,-0.975
26,Zimbabwe,individual,none,-0.049,-0.171,-0.182
31,Albania,individual,All economies,-0.041,-0.135,-0.148
31,Algeria,individual,All economies,-0.090,-0.251,-0.324
31,Argentina,individual,All economies,-0.027,-0.076,-0.104
31,Armenia,individual,All economies,-0.028,-0.080,-0.112
31,Australia,individual,All economies,-0.059,-0.192,-0.274
31,Bahrain,individual,All economies,-0.070,-0.241,-0.323
31,Bangladesh,individual,All economies,-0.061,-0.209,-0.274
31,Belgium,individual,All economies,-0.057,-0.148,-0.191
31,Bolivia (Plurinational State of),individual,All economies,-0.010,-0.034,-0.046
31,Botswana,individual,All economies,-0.007,-0.036,-0.042
31,Brazil,individual,All economies,-0.037,-0.094,-0.125
31,Brunei Darussalam,individual,All economies,-0.049,-0.176,-0.216
31,Bulgaria,individual,All economies,-0.067,-0.197,-0.254
31,Cameroon,individual,All economies,-0.043,-0.158,-0.206
31,Canada,individual,All economies,-0.033,-0.085,-0.116
31,Chile,individual,All economies,-0.129,-0.345,-0.463
31,China,individual,All economies,-0.041,-0.122,-0.164
31,Colombia,individual,All economies,-0.061,-0.174,-0.229
31,Costa Rica,individual,All economies,-0.108,-0.307,-0.387
31,Croatia,individual,All economies,-0.025,-0.072,-0.087
31,Cyprus,individual,All economies,-0.056,-0.170,-0.209
31,Côte d'Ivoire,individual,All economies,-0.060,-0.220,-0.282
31,Denmark,individual,All economies,-0.029,-0.077,-0.098
31,Dominican Republic,individual,All economies,-0.059,-0.193,-0.247
31,Ecuador,individual,All economies,-0.083,-0.227,-0.285
31,Egypt,individual,All economies,-0.081,-0.278,-0.375
31,El Salvador,individual,All economies,-0.071,-0.215,-0.271
31,Equatorial Guinea,individual,All economies,0.002,0.007,0.020
31,Estonia,individual,All economies,-0.047,-0.122,-0.153
31,Eswatini,individual,All economies,-0.010,-0.035,-0.044
31,Finland,individual,All economies,-0.038,-0.105,-0.137
31,France,individual,All economies,-0.014,-0.038,-0.048
31,Gabon,individual,All economies,-0.091,-0.270,-0.382
31,Georgia,individual,All economies,-0.043,-0.147,-0.189
31,Germany,individual,All economies,-0.018,-0.053,-0.072
31,Ghana,individual,All economies,-0.049,-0.194,-0.263
31,Greece,individual,All economies,-0.037,-0.098,-0.124
31,Guatemala,individual,All economies,-0.089,-0.240,-0.302
31,Honduras,individual,All economies,-0.113,-0.355,-0.452
31,India,individual,All economies,-0.029,-0.098,-0.138
31,Indonesia,individual,All economies,-0.063,-0.186,-0.267
31,Iran (Islamic Republic of),individual,All economies,-0.019,-0.063,-0.080
31,Iraq,individual,All economies,-0.026,-0.106,-0.157
31,Ireland,individual,All economies,-0.010,-0.053,-0.066
31,Israel,individual,All economies,-0.040,-0.121,-0.152
31,Italy,individual,All economies,-0.021,-0.065,-0.079
31,Japan,individual,All economies,-0.031,-0.090,-0.121
31,Jordan,individual,All economies,-0.010,-0.048,-0.062
31,Kenya,individual,All economies,-0.095,-0.320,-0.420
31,Kuwait,individual,All economies,-0.028,-0.108,-0.133
31,Latvia,individual,All economies,-0.055,-0.140,-0.177
31,Lithuania,individual,All economies,-0.045,-0.123,-0.150
31,Madagascar,individual,All economies,-0.074,-0.272,-0.370
31,Malaysia,individual,All economies,-0.064,-0.231,-0.308
31,Malta,individual,All economies,-0.175,-0.516,-0.606
31,Mauritius,individual,All economies,-0.063,-0.184,-0.231
31,Mexico,individual,All economies,-0.028,-0.079,-0.113
31,Morocco,individual,All economies,-0.075,-0.230,-0.292
31,Namibia,individual,All economies,-0.004,-0.036,-0.045
31,Netherlands (Kingdom of the),individual,All economies,-0.028,-0.074,-0.095
31,New Zealand,individual,All economies,-0.079,-0.226,-0.286
31,Nicaragua,individual,All economies,-0.087,-0.294,-0.377
31,Nigeria,individual,All economies,-0.032,-0.123,-0.165
31,Norway,individual,All economies,-0.014,-0.049,-0.068
31,Oman,individual,All economies,-0.094,-0.302,-0.420
31,Pakistan,individual,All economies,-0.030,-0.114,-0.158
31,Panama,individual,All economies,-0.066,-0.202,-0.259
31,Paraguay,individual,All economies,-0.049,-0.151,-0.201
31,Peru,individual,All economies,-0.112,-0.294,-0.397
31,Philippines,individual,All economies,-0.055,-0.188,-0.253
31,Poland,individual,All economies,-0.016,-0.055,-0.071
31,Portugal,individual,All economies,-0.040,-0.118,-0.149
31,Qatar,individual,All economies,-0.100,-0.321,-0.399
31,Republic of Korea,individual,All economies,-0.064,-0.195,-0.260
31,Rest of American SIDS,aggregate,All economies,-0.102,-0.344,-0.440
31,Rest of Asia,aggregate,All economies,-0.020,-0.072,-0.092
31,Rest of Asian SIDS and LDCs,aggregate,All economies,-0.060,-0.252,-0.346
31,Rest of Caribbean,aggregate,All economies,-0.052,-0.159,-0.208
31,Rest of Europe,aggregate,All economies,-0.003,-0.032,-0.042
31,Rest of LDC in Africa,aggregate,All economies,-0.065,-0.222,-0.302
31,Rest of Middle East and North Africa,aggregate,All economies,-0.056,-0.167,-0.192
31,Rest of Oceania,aggregate,All economies,-0.096,-0.339,-0.449
31,Rest of Western Africa,aggregate,All economies,-0.013,-0.399,-0.596
31,Rest of developing economies in Europe and Central Asia,aggregate,All economies,-0.021,-0.068,-0.086
31,Rest of landlocked economies in Africa,aggregate,All economies,-0.011,-0.071,-0.096
31,Rest of the world,aggregate,All economies,-0.022,-0.058,-0.075
31,Romania,individual,All economies,-0.010,-0.041,-0.053
31,Russian Federation,individual,All economies,-0.022,-0.069,-0.092
31,Saudi Arabia,individual,All economies,-0.066,-0.196,-0.251
31,Serbia,individual,All economies,-0.011,-0.044,-0.055
31,Singapore,individual,All economies,-0.051,-0.170,-0.215
31,Slovenia,individual,All economies,-0.041,-0.113,-0.139
31,South Africa,individual,All economies,-0.063,-0.178,-0.241
31,Spain,individual,All economies,-0.032,-0.096,-0.123
31,Sri Lanka,individual,All economies,-0.040,-0.130,-0.169
31,Sweden,individual,All economies,-0.022,-0.065,-0.086
31,Syrian Arab Republic,individual,All economies,-0.131,-0.259,-0.284
31,Thailand,individual,All economies,-0.053,-0.179,-0.239
31,Trinidad and Tobago,individual,All economies,-0.100,-0.310,-0.381
31,Tunisia,individual,All economies,-0.071,-0.230,-0.284
31,Türkiye,individual,All economies,-0.059,-0.178,-0.235
31,Ukraine,individual,All economies,-0.060,-0.165,-0.223
31,United Arab Emirates,individual,All economies,-0.057,-0.206,-0.263
31,United Kingdom of Great Britain and Northern Ireland,individual,All economies,-0.025,-0.073,-0.095
31,United Republic of Tanzania,individual,All economies,-0.059,-0.227,-0.294
31,United States of America,individual,All economies,-0.013,-0.040,-0.052
31,Uruguay,individual,All economies,-0.072,-0.181,-0.236
31,Uzbekistan,individual,All economies,-0.013,-0.043,-0.053
31,Venezuela (Bolivarian Republic of),individual,All economies,-0.021,-0.060,-0.077
31,Viet Nam,individual,All economies,-0.126,-0.592,-0.818
31,Zimbabwe,individual,All economies,-0.035,-0.115,-0.145
31,Albania,individual,"Developing economies, LDCs and SIDS",-0.041,-0.134,-0.147
31,Algeria,individual,"Developing economies, LDCs and SIDS",-0.090,-0.251,-0.323
31,Argentina,individual,"Developing economies, LDCs and SIDS",-0.027,-0.076,-0.104
31,Armenia,individual,"Developing economies, LDCs and SIDS",-0.028,-0.080,-0.112
31,Australia,individual,"Developing economies, LDCs and SIDS",-0.059,-0.193,-0.275
31,Bahrain,individual,"Developing economies, LDCs and SIDS",-0.071,-0.242,-0.323
31,Bangladesh,individual,"Developing economies, LDCs and SIDS",-0.061,-0.209,-0.274
31,Belgium,individual,"Developing economies, LDCs and SIDS",-0.059,-0.150,-0.193
31,Bolivia (Plurinational State of),individual,"Developing economies, LDCs and SIDS",-0.009,-0.034,-0.046
31,Botswana,individual,"Developing economies, LDCs and SIDS",-0.007,-0.036,-0.042
31,Brazil,individual,"Developing economies, LDCs and SIDS",-0.036,-0.094,-0.125
31,Brunei Darussalam,individual,"Developing economies, LDCs and SIDS",-0.049,-0.176,-0.216
31,Bulgaria,individual,"Developing economies, LDCs and SIDS",-0.067,-0.197,-0.254
31,Cameroon,individual,"Developing economies, LDCs and SIDS",-0.043,-0.157,-0.205
31,Canada,individual,"Developing economies, LDCs and SIDS",-0.034,-0.086,-0.116
31,Chile,individual,"Developing economies, LDCs and SIDS",-0.130,-0.347,-0.464
31,China,individual,"Developing economies, LDCs and SIDS",-0.041,-0.122,-0.164
31,Colombia,individual,"Developing economies, LDCs and SIDS",-0.061,-0.174,-0.228
31,Costa Rica,individual,"Developing economies, LDCs and SIDS",-0.108,-0.307,-0.387
31,Croatia,individual,"Developing economies, LDCs and SIDS",-0.027,-0.073,-0.089
31,Cyprus,individual,"Developing economies, LDCs and SIDS",-0.057,-0.171,-0.210
31,Côte d'Ivoire,individual,"Developing economies, LDCs and SIDS",-0.059,-0.218,-0.281
31,Denmark,individual,"Developing economies, LDCs and SIDS",-0.030,-0.078,-0.098
31,Dominican Republic,individual,"Developing economies, LDCs and SIDS",-0.059,-0.193,-0.246
31,Ecuador,individual,"Developing economies, LDCs and SIDS",-0.082,-0.227,-0.285
31,Egypt,individual,"Developing economies, LDCs and SIDS",-0.081,-0.278,-0.375
31,El Salvador,individual,"Developing economies, LDCs and SIDS",-0.071,-0.214,-0.270
31,Equatorial Guinea,individual,"Developing economies, LDCs and SIDS",0.002,0.007,0.020
31,Estonia,individual,"Developing economies, LDCs and SIDS",-0.048,-0.123,-0.155
31,Eswatini,individual,"Developing economies, LDCs and SIDS",-0.010,-0.035,-0.044
31,Finland,individual,"Developing economies, LDCs and SIDS",-0.038,-0.106,-0.138
31,France,individual,"Developing economies, LDCs and SIDS",-0.014,-0.038,-0.048
31,Gabon,individual,"Developing economies, LDCs and SIDS",-0.091,-0.270,-0.381
31,Georgia,individual,"Developing economies, LDCs and SIDS",-0.043,-0.147,-0.188
31,Germany,individual,"Developing economies, LDCs and SIDS",-0.018,-0.053,-0.072
31,Ghana,individual,"Developing economies, LDCs and SIDS",-0.047,-0.192,-0.261
31,Greece,individual,"Developing economies, LDCs and SIDS",-0.039,-0.100,-0.126
31,Guatemala,individual,"Developing economies, LDCs and SIDS",-0.089,-0.239,-0.301
31,Honduras,individual,"Developing economies, LDCs and SIDS",-0.112,-0.353,-0.451
31,India,individual,"Developing economies, LDCs and SIDS",-0.029,-0.098,-0.139
31,Indonesia,individual,"Developing economies, LDCs and SIDS",-0.063,-0.187,-0.267
31,Iran (Islamic Republic of),individual,"Developing economies, LDCs and SIDS",-0.019,-0.062,-0.080
31,Iraq,individual,"Developing economies, LDCs and SIDS",-0.026,-0.106,-0.156
31,Ireland,individual,"Developing economies, LDCs and SIDS",-0.010,-0.053,-0.066
31,Israel,individual,"Developing economies, LDCs and SIDS",-0.041,-0.122,-0.153
31,Italy,individual,"Developing economies, LDCs and SIDS",-0.022,-0.065,-0.080
31,Japan,individual,"Developing economies, LDCs and SIDS",-0.032,-0.090,-0.122
31,Jordan,individual,"Developing economies, LDCs and SIDS",-0.010,-0.048,-0.062
31,Kenya,individual,"Developing economies, LDCs and SIDS",-0.091,-0.316,-0.415
31,Kuwait,individual,"Developing economies, LDCs and SIDS",-0.028,-0.108,-0.133
31,Latvia,individual,"Developing economies, LDCs and SIDS",-0.058,-0.144,-0.181
31,Lithuania,individual,"Developing economies, LDCs and SIDS",-0.047,-0.125,-0.152
31,Madagascar,individual,"Developing economies, LDCs and SIDS",-0.073,-0.271,-0.368
31,Malaysia,individual,"Developing economies, LDCs and SIDS",-0.064,-0.231,-0.308
31,Malta,individual,"Developing economies, LDCs and SIDS",-0.182,-0.525,-0.616
31,Mauritius,individual,"Developing economies, LDCs and SIDS",-0.062,-0.184,-0.231
31,Mexico,individual,"Developing economies, LDCs and SIDS",-0.028,-0.079,-0.113
31,Morocco,individual,"Developing economies, LDCs and SIDS",-0.075,-0.230,-0.291
31,Namibia,individual,"Developing economies, LDCs and SIDS",-0.004,-0.036,-0.045
31,Netherlands (Kingdom of the),individual,"Developing economies, LDCs and SIDS",-0.028,-0.075,-0.096
31,New Zealand,individual,"Developing economies, LDCs and SIDS",-0.080,-0.227,-0.287
31,Nicaragua,individual,"Developing economies, LDCs and SIDS",-0.085,-0.292,-0.374
31,Nigeria,individual,"Developing economies, LDCs and SIDS",-0.031,-0.122,-0.164
31,Norway,individual,"Developing economies, LDCs and SIDS",-0.014,-0.050,-0.068
31,Oman,individual,"Developing economies, LDCs and SIDS",-0.094,-0.303,-0.420
31,Pakistan,individual,"Developing economies, LDCs and SIDS",-0.029,-0.113,-0.157
31,Panama,individual,"Developing economies, LDCs and SIDS",-0.068,-0.205,-0.262
31,Paraguay,individual,"Developing economies, LDCs and SIDS",-0.048,-0.151,-0.200
31,Peru,individual,"Developing economies, LDCs and SIDS",-0.112,-0.294,-0.397
31,Philippines,individual,"Developing economies, LDCs and SIDS",-0.055,-0.188,-0.253
31,Poland,individual,"Developing economies, LDCs and SIDS",-0.017,-0.056,-0.072
31,Portugal,individual,"Developing economies, LDCs and SIDS",-0.042,-0.119,-0.151
31,Qatar,individual,"Developing economies, LDCs and SIDS",-0.100,-0.321,-0.399
31,Republic of Korea,individual,"Developing economies, LDCs and SIDS",-0.064,-0.196,-0.261
31,Rest of American SIDS,aggregate,"Developing economies, LDCs and SIDS",-0.101,-0.343,-0.440
31,Rest of Asia,aggregate,"Developing economies, LDCs and SIDS",-0.020,-0.072,-0.092
31,Rest of Asian SIDS and LDCs,aggregate,"Developing economies, LDCs and SIDS",-0.057,-0.248,-0.341
31,Rest of Caribbean,aggregate,"Developing economies, LDCs and SIDS",-0.052,-0.158,-0.207
31,Rest of Europe,aggregate,"Developing economies, LDCs and SIDS",-0.003,-0.033,-0.042
31,Rest of LDC in Africa,aggregate,"Developing economies, LDCs and SIDS",-0.063,-0.220,-0.300
31,Rest of Middle East and North Africa,aggregate,"Developing economies, LDCs and SIDS",-0.055,-0.166,-0.191
31,Rest of Oceania,aggregate,"Developing economies, LDCs and SIDS",-0.093,-0.335,-0.445
31,Rest of Western Africa,aggregate,"Developing economies, LDCs and SIDS",0.006,-0.375,-0.568
31,Rest of developing economies in Europe and Central Asia,aggregate,"Developing economies, LDCs and SIDS",-0.021,-0.067,-0.086
31,Rest of landlocked economies in Africa,aggregate,"Developing economies, LDCs and SIDS",-0.009,-0.069,-0.093
31,Rest of the world,aggregate,"Developing economies, LDCs and SIDS",-0.022,-0.058,-0.075
31,Romania,individual,"Developing economies, LDCs and SIDS",-0.010,-0.041,-0.054
31,Russian Federation,individual,"Developing economies, LDCs and SIDS",-0.022,-0.069,-0.092
31,Saudi Arabia,individual,"Developing economies, LDCs and SIDS",-0.066,-0.196,-0.250
31,Serbia,individual,"Developing economies, LDCs and SIDS",-0.012,-0.044,-0.055
31,Singapore,individual,"Developing economies, LDCs and SIDS",-0.051,-0.170,-0.215
31,Slovenia,individual,"Developing economies, LDCs and SIDS",-0.042,-0.115,-0.141
31,South Africa,individual,"Developing economies, LDCs and SIDS",-0.063,-0.178,-0.240
31,Spain,individual,"Developing economies, LDCs and SIDS",-0.033,-0.097,-0.124
31,Sri Lanka,individual,"Developing economies, LDCs and SIDS",-0.040,-0.129,-0.169
31,Sweden,individual,"Developing economies, LDCs and SIDS",-0.022,-0.065,-0.087
31,Syrian Arab Republic,individual,"Developing economies, LDCs and SIDS",-0.139,-0.269,-0.293
31,Thailand,individual,"Developing economies, LDCs and SIDS",-0.053,-0.179,-0.239
31,Trinidad and Tobago,individual,"Developing economies, LDCs and SIDS",-0.100,-0.310,-0.381
31,Tunisia,individual,"Developing economies, LDCs and SIDS",-0.071,-0.230,-0.284
31,Türkiye,individual,"Developing economies, LDCs and SIDS",-0.059,-0.178,-0.234
31,Ukraine,individual,"Developing economies, LDCs and SIDS",-0.058,-0.163,-0.220
31,United Arab Emirates,individual,"Developing economies, LDCs and SIDS",-0.057,-0.206,-0.263
31,United Kingdom of Great Britain and Northern Ireland,individual,"Developing economies, LDCs and SIDS",-0.025,-0.074,-0.095
31,United Republic of Tanzania,individual,"Developing economies, LDCs and SIDS",-0.056,-0.223,-0.289
31,United States of America,individual,"Developing economies, LDCs and SIDS",-0.013,-0.040,-0.052
31,Uruguay,individual,"Developing economies, LDCs and SIDS",-0.074,-0.183,-0.239
31,Uzbekistan,individual,"Developing economies, LDCs and SIDS",-0.013,-0.043,-0.053
31,Venezuela (Bolivarian Republic of),individual,"Developing economies, LDCs and SIDS",-0.021,-0.059,-0.076
31,Viet Nam,individual,"Developing economies, LDCs and SIDS",-0.123,-0.587,-0.813
31,Zimbabwe,individual,"Developing economies, LDCs and SIDS",-0.033,-0.113,-0.143
31,Albania,individual,SIDS and LDCs,-0.044,-0.140,-0.152
31,Algeria,individual,SIDS and LDCs,-0.091,-0.253,-0.325
31,Argentina,individual,SIDS and LDCs,-0.028,-0.078,-0.105
31,Armenia,individual,SIDS and LDCs,-0.028,-0.080,-0.112
31,Australia,individual,SIDS and LDCs,-0.059,-0.192,-0.274
31,Bahrain,individual,SIDS and LDCs,-0.070,-0.241,-0.323
31,Bangladesh,individual,SIDS and LDCs,-0.061,-0.208,-0.274
31,Belgium,individual,SIDS and LDCs,-0.059,-0.150,-0.194
31,Bolivia (Plurinational State of),individual,SIDS and LDCs,-0.011,-0.036,-0.048
31,Botswana,individual,SIDS and LDCs,-0.007,-0.036,-0.041
31,Brazil,individual,SIDS and LDCs,-0.040,-0.098,-0.130
31,Brunei Darussalam,individual,SIDS and LDCs,-0.048,-0.176,-0.215
31,Bulgaria,individual,SIDS and LDCs,-0.072,-0.202,-0.261
31,Cameroon,individual,SIDS and LDCs,-0.050,-0.166,-0.213
31,Canada,individual,SIDS and LDCs,-0.034,-0.086,-0.116
31,Chile,individual,SIDS and LDCs,-0.130,-0.346,-0.464
31,China,individual,SIDS and LDCs,-0.043,-0.124,-0.166
31,Colombia,individual,SIDS and LDCs,-0.065,-0.179,-0.233
31,Costa Rica,individual,SIDS and LDCs,-0.112,-0.312,-0.392
31,Croatia,individual,SIDS and LDCs,-0.027,-0.074,-0.090
31,Cyprus,individual,SIDS and LDCs,-0.057,-0.170,-0.209
31,Côte d'Ivoire,individual,SIDS and LDCs,-0.065,-0.226,-0.287
31,Denmark,individual,SIDS and LDCs,-0.031,-0.079,-0.100
31,Dominican Republic,individual,SIDS and LDCs,-0.054,-0.186,-0.239
31,Ecuador,individual,SIDS and LDCs,-0.086,-0.231,-0.290
31,Egypt,individual,SIDS and LDCs,-0.084,-0.280,-0.375
31,El Salvador,individual,SIDS and LDCs,-0.078,-0.223,-0.280
31,Equatorial Guinea,individual,SIDS and LDCs,0.009,0.015,0.030
31,Estonia,individual,SIDS and LDCs,-0.047,-0.122,-0.154
31,Eswatini,individual,SIDS and LDCs,-0.009,-0.035,-0.043
31,Finland,individual,SIDS and LDCs,-0.039,-0.107,-0.139
31,France,individual,SIDS and LDCs,-0.015,-0.039,-0.049
31,Gabon,individual,SIDS and LDCs,-0.088,-0.265,-0.376
31,Georgia,individual,SIDS and LDCs,-0.044,-0.148,-0.190
31,Germany,individual,SIDS and LDCs,-0.019,-0.054,-0.073
31,Ghana,individual,SIDS and LDCs,-0.059,-0.206,-0.276
31,Greece,individual,SIDS and LDCs,-0.040,-0.101,-0.127
31,Guatemala,individual,SIDS and LDCs,-0.094,-0.246,-0.308
31,Honduras,individual,SIDS and LDCs,-0.125,-0.369,-0.467
31,India,individual,SIDS and LDCs,-0.027,-0.095,-0.135
31,Indonesia,individual,SIDS and LDCs,-0.063,-0.187,-0.267
31,Iran (Islamic Republic of),individual,SIDS and LDCs,-0.018,-0.062,-0.079
31,Iraq,individual,SIDS and LDCs,-0.027,-0.107,-0.157
31,Ireland,individual,SIDS and LDCs,-0.010,-0.053,-0.066
31,Israel,individual,SIDS and LDCs,-0.041,-0.122,-0.153
31,Italy,individual,SIDS and LDCs,-0.022,-0.066,-0.081
31,Japan,individual,SIDS and LDCs,-0.032,-0.090,-0.122
31,Jordan,individual,SIDS and LDCs,-0.010,-0.047,-0.061
31,Kenya,individual,SIDS and LDCs,-0.115,-0.343,-0.441
31,Kuwait,individual,SIDS and LDCs,-0.028,-0.108,-0.133
31,Latvia,individual,SIDS and LDCs,-0.058,-0.144,-0.181
31,Lithuania,individual,SIDS and LDCs,-0.048,-0.126,-0.153
31,Madagascar,individual,SIDS and LDCs,-0.029,-0.216,-0.310
31,Malaysia,individual,SIDS and LDCs,-0.065,-0.232,-0.310
31,Malta,individual,SIDS and LDCs,-0.176,-0.518,-0.607
31,Mauritius,individual,SIDS and LDCs,-0.056,-0.176,-0.223
31,Mexico,individual,SIDS and LDCs,-0.029,-0.081,-0.115
31,Morocco,individual,SIDS and LDCs,-0.076,-0.232,-0.294
31,Namibia,individual,SIDS and LDCs,-0.001,-0.032,-0.041
31,Netherlands (Kingdom of the),individual,SIDS and LDCs,-0.028,-0.075,-0.097
31,New Zealand,individual,SIDS and LDCs,-0.080,-0.227,-0.287
31,Nicaragua,individual,SIDS and LDCs,-0.105,-0.316,-0.400
31,Nigeria,individual,SIDS and LDCs,-0.039,-0.132,-0.174
31,Norway,individual,SIDS and LDCs,-0.014,-0.050,-0.068
31,Oman,individual,SIDS and LDCs,-0.092,-0.300,-0.417
31,Pakistan,individual,SIDS and LDCs,-0.037,-0.123,-0.168
31,Panama,individual,SIDS and LDCs,-0.066,-0.202,-0.259
31,Paraguay,individual,SIDS and LDCs,-0.052,-0.155,-0.206
31,Peru,individual,SIDS and LDCs,-0.112,-0.295,-0.398
31,Philippines,individual,SIDS and LDCs,-0.056,-0.189,-0.254
31,Poland,individual,SIDS and LDCs,-0.017,-0.056,-0.072
31,Portugal,individual,SIDS and LDCs,-0.040,-0.118,-0.149
31,Qatar,individual,SIDS and LDCs,-0.099,-0.321,-0.399
31,Republic of Korea,individual,SIDS and LDCs,-0.064,-0.197,-0.262
31,Rest of American SIDS,aggregate,SIDS and LDCs,-0.084,-0.322,-0.416
31,Rest of Asia,aggregate,SIDS and LDCs,-0.020,-0.072,-0.092
31,Rest of Asian SIDS and LDCs,aggregate,SIDS and LDCs,0.044,-0.125,-0.195
31,Rest of Caribbean,aggregate,SIDS and LDCs,-0.029,-0.130,-0.177
31,Rest of Europe,aggregate,SIDS and LDCs,-0.004,-0.033,-0.043
31,Rest of LDC in Africa,aggregate,SIDS and LDCs,-0.016,-0.164,-0.238
31,Rest of Middle East and North Africa,aggregate,SIDS and LDCs,-0.058,-0.170,-0.195
31,Rest of Oceania,aggregate,SIDS and LDCs,-0.006,-0.229,-0.322
31,Rest of Western Africa,aggregate,SIDS and LDCs,0.565,0.310,0.303
31,Rest of developing economies in Europe and Central Asia,aggregate,SIDS and LDCs,-0.023,-0.069,-0.088
31,Rest of landlocked economies in Africa,aggregate,SIDS and LDCs,0.052,0.002,-0.018
31,Rest of the world,aggregate,SIDS and LDCs,-0.021,-0.058,-0.075
31,Romania,individual,SIDS and LDCs,-0.011,-0.042,-0.055
31,Russian Federation,individual,SIDS and LDCs,-0.022,-0.069,-0.093
31,Saudi Arabia,individual,SIDS and LDCs,-0.065,-0.195,-0.249
31,Serbia,individual,SIDS and LDCs,-0.014,-0.047,-0.058
31,Singapore,individual,SIDS and LDCs,-0.049,-0.168,-0.213
31,Slovenia,individual,SIDS and LDCs,-0.041,-0.114,-0.141
31,South Africa,individual,SIDS and LDCs,-0.065,-0.181,-0.244
31,Spain,individual,SIDS and LDCs,-0.034,-0.098,-0.125
31,Sri Lanka,individual,SIDS and LDCs,-0.045,-0.135,-0.175
31,Sweden,individual,SIDS and LDCs,-0.023,-0.066,-0.088
31,Syrian Arab Republic,individual,SIDS and LDCs,-0.052,-0.163,-0.185
31,Thailand,individual,SIDS and LDCs,-0.054,-0.181,-0.242
31,Trinidad and Tobago,individual,SIDS and LDCs,-0.096,-0.305,-0.375
31,Tunisia,individual,SIDS and LDCs,-0.074,-0.233,-0.288
31,Türkiye,individual,SIDS and LDCs,-0.059,-0.177,-0.234
31,Ukraine,individual,SIDS and LDCs,-0.075,-0.184,-0.246
31,United Arab Emirates,individual,SIDS and LDCs,-0.054,-0.202,-0.259
31,United Kingdom of Great Britain and Northern Ireland,individual,SIDS and LDCs,-0.025,-0.074,-0.095
31,United Republic of Tanzania,individual,SIDS and LDCs,0.043,-0.106,-0.168
31,United States of America,individual,SIDS and LDCs,-0.013,-0.040,-0.052
31,Uruguay,individual,SIDS and LDCs,-0.073,-0.182,-0.238
31,Uzbekistan,individual,SIDS and LDCs,-0.010,-0.039,-0.048
31,Venezuela (Bolivarian Republic of),individual,SIDS and LDCs,-0.022,-0.061,-0.078
31,Viet Nam,individual,SIDS and LDCs,-0.163,-0.638,-0.876
31,Zimbabwe,individual,SIDS and LDCs,-0.040,-0.121,-0.151
31,Albania,individual,none,-0.047,-0.143,-0.155
31,Algeria,individual,none,-0.101,-0.265,-0.340
31,Argentina,individual,none,-0.031,-0.082,-0.110
31,Armenia,individual,none,-0.036,-0.089,-0.123
31,Australia,individual,none,-0.065,-0.201,-0.284
31,Bahrain,individual,none,-0.086,-0.261,-0.346
31,Bangladesh,individual,none,-0.069,-0.219,-0.287
31,Belgium,individual,none,-0.055,-0.145,-0.188
31,Bolivia (Plurinational State of),individual,none,-0.014,-0.040,-0.053
31,Botswana,individual,none,-0.012,-0.043,-0.050
31,Brazil,individual,none,-0.043,-0.101,-0.133
31,Brunei Darussalam,individual,none,-0.060,-0.191,-0.233
31,Bulgaria,individual,none,-0.081,-0.214,-0.275
31,Cameroon,individual,none,-0.057,-0.174,-0.223
31,Canada,individual,none,-0.032,-0.084,-0.114
31,Chile,individual,none,-0.140,-0.359,-0.479
31,China,individual,none,-0.047,-0.130,-0.173
31,Colombia,individual,none,-0.069,-0.184,-0.240
31,Costa Rica,individual,none,-0.119,-0.321,-0.403
31,Croatia,individual,none,-0.024,-0.070,-0.085
31,Cyprus,individual,none,-0.062,-0.177,-0.218
31,Côte d'Ivoire,individual,none,-0.078,-0.242,-0.307
31,Denmark,individual,none,-0.025,-0.072,-0.092
31,Dominican Republic,individual,none,-0.066,-0.202,-0.258
31,Ecuador,individual,none,-0.092,-0.239,-0.299
31,Egypt,individual,none,-0.096,-0.297,-0.397
31,El Salvador,individual,none,-0.085,-0.232,-0.290
31,Equatorial Guinea,individual,none,0.002,0.007,0.020
31,Estonia,individual,none,-0.042,-0.115,-0.146
